Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season,Unnamed: 10
C2868,28,M,Bangalore,"['Electronics', 'Home Decor']","['Smartwatch', 'Wall Art']",Frequent Buyer,2712.75,Yes,Autumn,0.0
C2869,36,F,Delhi,"['Fitness', 'Home Decor']","['Treadmill', 'Wall Art']",Occasional Shopper,4329.33,No,Autumn,0.0
C2870,38,M,Mumbai,"['Books', 'Fitness', 'Beauty']","['Comics', 'Yoga Mat', 'Lipstick']",New Visitor,3229.35,No,Summer,0.0
C2871,19,,Bangalore,"['Home Decor', 'Beauty', 'Electronics']","['Lamp', 'Perfume', 'Smartphone']",New Visitor,2751.15,Yes,Autumn,0.0
C2872,38,M,Delhi,['Books'],['Fiction'],Frequent Buyer,3728.19,Yes,Autumn,0.0
C2873,24,M,Chennai,"['Electronics', 'Beauty']","['Laptop', 'Perfume']",New Visitor,3912.1,Yes,Summer,0.0
C2874,19,,Mumbai,['Books'],['Fiction'],New Visitor,673.98,Yes,Autumn,0.0
C2875,40,,Chennai,"['Electronics', 'Home Decor', 'Fitness']","['Smartphone', 'Curtains', 'Treadmill']",Occasional Shopper,940.35,No,Summer,0.0
C2876,21,M,Bangalore,"['Fashion', 'Fitness']","['Jacket', 'Dumbbells']",Frequent Buyer,1346.15,No,Spring,0.0
C2877,23,M,Delhi,"['Books', 'Home Decor', 'Beauty']","['Comics', 'Wall Art', 'Moisturizer']",Frequent Buyer,2538.29,Yes,Autumn,0.0
C2878,43,F,Kolkata,['Electronics'],['Headphones'],Occasional Shopper,1121.18,No,Autumn,0.0
C2879,57,F,Kolkata,"['Books', 'Beauty']","['Non-fiction', 'Lipstick']",New Visitor,726.21,No,Winter,0.0
C2880,52,,Kolkata,"['Fitness', 'Beauty']","['Treadmill', 'Moisturizer']",New Visitor,3236.18,Yes,Summer,0.0
C2881,42,F,Mumbai,"['Fitness', 'Home Decor']","['Resistance Bands', 'Curtains']",New Visitor,2138.23,No,Spring,0.0
C2882,52,F,Mumbai,"['Books', 'Home Decor']","['Fiction', 'Lamp']",New Visitor,3657.59,No,Spring,0.0
C2883,29,F,Bangalore,['Beauty'],['Foundation'],Frequent Buyer,3001.79,Yes,Autumn,0.0
C2884,55,M,Mumbai,"['Fashion', 'Beauty', 'Fitness']","['Jeans', 'Moisturizer', 'Yoga Mat']",Occasional Shopper,1209.47,Yes,Winter,0.0
C2885,41,M,Mumbai,['Beauty'],['Perfume'],Occasional Shopper,2119.89,Yes,Spring,0.0
C2886,56,,Bangalore,"['Books', 'Electronics']","['Fiction', 'Smartphone']",New Visitor,1333.28,Yes,Winter,0.0
C2887,37,M,Bangalore,['Fitness'],['Resistance Bands'],New Visitor,1898.34,No,Autumn,0.0
C2888,23,F,Mumbai,"['Books', 'Fashion', 'Electronics']","['Fiction', 'Shoes', 'Headphones']",Frequent Buyer,569.92,No,Autumn,0.0
C2889,26,M,Bangalore,"['Home Decor', 'Fitness', 'Beauty']","['Cushions', 'Treadmill', 'Foundation']",New Visitor,1480.61,No,Winter,0.0
C2890,57,F,Mumbai,['Books'],['Fiction'],Frequent Buyer,4299.79,No,Autumn,0.0
C2891,41,F,Kolkata,['Fashion'],['T-shirt'],Occasional Shopper,1723.91,Yes,Autumn,0.0
C2892,58,M,Chennai,['Home Decor'],['Curtains'],Occasional Shopper,2005.65,Yes,Summer,0.0
C2893,29,M,Kolkata,['Fitness'],['Dumbbells'],Occasional Shopper,2579.11,No,Autumn,0.0
C2894,19,M,Bangalore,"['Fashion', 'Electronics', 'Fitness']","['Jeans', 'Smartwatch', 'Dumbbells']",Frequent Buyer,4567.34,No,Autumn,0.0
C2895,32,F,Delhi,['Books'],['Comics'],Frequent Buyer,3039.63,Yes,Winter,0.0
C2896,57,M,Chennai,['Fitness'],['Treadmill'],New Visitor,526.39,No,Winter,0.0
C2897,56,F,Kolkata,['Books'],['Non-fiction'],Frequent Buyer,504.31,Yes,Autumn,0.0
C2898,41,M,Chennai,['Home Decor'],['Lamp'],Occasional Shopper,1103.07,No,Spring,0.0
C2899,52,M,Delhi,['Fitness'],['Resistance Bands'],Frequent Buyer,4865.75,Yes,Autumn,0.0
C2900,41,F,Bangalore,['Fashion'],['T-shirt'],New Visitor,2685.52,Yes,Spring,0.0
C2901,24,F,Mumbai,"['Fashion', 'Electronics', 'Home Decor']","['Jacket', 'Laptop', 'Wall Art']",Frequent Buyer,3432.33,No,Winter,0.0
C2902,24,,Chennai,['Home Decor'],['Cushions'],New Visitor,3582.79,No,Spring,0.0
C2903,60,M,Mumbai,"['Electronics', 'Beauty']","['Smartwatch', 'Perfume']",Frequent Buyer,2157.93,No,Winter,0.0
C2904,26,M,Bangalore,"['Fitness', 'Electronics']","['Treadmill', 'Headphones']",Occasional Shopper,4893.29,Yes,Spring,0.0
C2905,30,M,Bangalore,"['Beauty', 'Books']","['Moisturizer', 'Comics']",New Visitor,2221.4,Yes,Summer,0.0
C2906,31,,Delhi,['Home Decor'],['Lamp'],New Visitor,1464.48,No,Autumn,0.0
C2907,58,M,Mumbai,"['Fitness', 'Home Decor']","['Treadmill', 'Cushions']",Frequent Buyer,1095.24,No,Winter,0.0
C2908,33,M,Kolkata,['Beauty'],['Moisturizer'],Frequent Buyer,2860.53,No,Spring,0.0
C2909,25,M,Bangalore,['Fitness'],['Treadmill'],Occasional Shopper,1844.56,No,Summer,0.0
C2910,26,F,Kolkata,"['Books', 'Fashion']","['Comics', 'Jacket']",New Visitor,3766.52,No,Winter,0.0
C2911,44,M,Delhi,"['Fitness', 'Electronics']","['Dumbbells', 'Headphones']",New Visitor,3182.95,Yes,Summer,0.0
C2912,59,F,Delhi,"['Fashion', 'Electronics']","['Jeans', 'Headphones']",Frequent Buyer,595.22,No,Winter,0.0
C2913,30,F,Chennai,"['Beauty', 'Books', 'Home Decor']","['Moisturizer', 'Fiction', 'Curtains']",Occasional Shopper,1539.5,No,Autumn,0.0
C2914,28,M,Chennai,"['Fashion', 'Fitness']","['Jeans', 'Yoga Mat']",New Visitor,3237.64,Yes,Spring,0.0
C2915,45,M,Bangalore,"['Electronics', 'Books']","['Smartwatch', 'Non-fiction']",Occasional Shopper,2293.73,Yes,Autumn,0.0
C2916,59,F,Mumbai,"['Books', 'Home Decor']","['Fiction', 'Lamp']",Frequent Buyer,1219.09,Yes,Spring,0.0
C2917,44,,Bangalore,"['Beauty', 'Home Decor']","['Moisturizer', 'Cushions']",Frequent Buyer,3564.99,No,Spring,0.0
C2918,32,M,Delhi,"['Home Decor', 'Fashion']","['Cushions', 'Shoes']",Occasional Shopper,1790.28,Yes,Summer,0.0
C2919,37,,Kolkata,['Electronics'],['Headphones'],New Visitor,2848.12,Yes,Spring,0.0
C2920,45,M,Chennai,"['Books', 'Beauty', 'Fashion']","['Comics', 'Moisturizer', 'Jacket']",New Visitor,4782.36,No,Summer,0.0
C2921,50,M,Delhi,['Fashion'],['T-shirt'],New Visitor,2408.87,No,Autumn,0.0
C2922,19,,Kolkata,"['Fitness', 'Home Decor', 'Beauty']","['Dumbbells', 'Wall Art', 'Perfume']",New Visitor,509.46,Yes,Winter,0.0
C2923,55,,Mumbai,"['Fashion', 'Home Decor']","['Jeans', 'Wall Art']",Occasional Shopper,3449.64,No,Autumn,0.0
C2924,35,M,Kolkata,"['Beauty', 'Books', 'Home Decor']","['Moisturizer', 'Non-fiction', 'Lamp']",Frequent Buyer,1591.42,Yes,Autumn,0.0
C2925,54,M,Kolkata,['Beauty'],['Moisturizer'],New Visitor,832.6,Yes,Spring,0.0
C2926,39,M,Chennai,['Home Decor'],['Cushions'],Frequent Buyer,3755.83,Yes,Autumn,0.0
C2927,54,F,Bangalore,['Home Decor'],['Wall Art'],New Visitor,1582.19,Yes,Winter,0.0
C2928,50,F,Delhi,['Home Decor'],['Wall Art'],Occasional Shopper,4198.63,Yes,Winter,0.0
C2929,57,M,Delhi,"['Books', 'Fashion']","['Biography', 'Jeans']",New Visitor,4372.41,No,Winter,0.0
C2930,35,F,Chennai,"['Books', 'Beauty']","['Non-fiction', 'Foundation']",Occasional Shopper,2203.5,Yes,Summer,0.0
C2931,25,,Bangalore,"['Home Decor', 'Books', 'Fashion']","['Wall Art', 'Fiction', 'Jeans']",New Visitor,3289.83,No,Summer,0.0
C2932,32,F,Chennai,"['Books', 'Beauty']","['Biography', 'Perfume']",Frequent Buyer,2863.57,Yes,Spring,0.0
C2933,25,,Kolkata,"['Fashion', 'Home Decor']","['Jacket', 'Wall Art']",Frequent Buyer,1637.41,Yes,Summer,0.0
C2934,20,M,Bangalore,"['Electronics', 'Fitness']","['Smartwatch', 'Treadmill']",New Visitor,4853.76,Yes,Summer,0.0
C2935,43,M,Bangalore,"['Fitness', 'Home Decor']","['Treadmill', 'Lamp']",New Visitor,1346.78,Yes,Winter,0.0
C2936,40,F,Chennai,"['Fitness', 'Books']","['Treadmill', 'Biography']",Occasional Shopper,2937.17,No,Summer,0.0
C2937,53,F,Delhi,['Fitness'],['Yoga Mat'],New Visitor,1001.06,Yes,Winter,0.0
C2938,27,,Kolkata,['Home Decor'],['Curtains'],Occasional Shopper,2316.0,No,Spring,0.0
C2939,45,F,Kolkata,['Electronics'],['Laptop'],Occasional Shopper,4397.34,No,Winter,0.0
C2940,48,M,Mumbai,"['Home Decor', 'Books']","['Lamp', 'Fiction']",New Visitor,1672.69,No,Spring,0.0
C2941,50,M,Bangalore,"['Electronics', 'Fitness']","['Headphones', 'Yoga Mat']",Occasional Shopper,3008.41,No,Winter,0.0
C2942,55,,Bangalore,"['Fitness', 'Beauty', 'Home Decor']","['Yoga Mat', 'Perfume', 'Lamp']",Occasional Shopper,3685.34,Yes,Autumn,0.0
C2943,33,F,Kolkata,"['Books', 'Electronics']","['Biography', 'Smartwatch']",Frequent Buyer,1988.93,No,Summer,0.0
C2944,48,M,Mumbai,"['Books', 'Electronics', 'Fitness']","['Biography', 'Headphones', 'Treadmill']",Frequent Buyer,1611.38,Yes,Spring,0.0
C2945,37,F,Kolkata,"['Electronics', 'Home Decor']","['Laptop', 'Wall Art']",New Visitor,3460.7,Yes,Spring,0.0
C2946,33,F,Kolkata,"['Home Decor', 'Fashion', 'Fitness']","['Cushions', 'Jacket', 'Dumbbells']",New Visitor,1251.43,No,Autumn,0.0
C2947,57,,Delhi,['Fashion'],['T-shirt'],Occasional Shopper,2291.56,Yes,Spring,0.0
C2948,36,,Bangalore,"['Fitness', 'Electronics']","['Treadmill', 'Headphones']",Frequent Buyer,1162.24,No,Spring,0.0
C2949,60,,Delhi,"['Fitness', 'Fashion']","['Yoga Mat', 'Jeans']",Frequent Buyer,2128.3,Yes,Winter,0.0
C2950,59,F,Delhi,"['Beauty', 'Fashion', 'Electronics']","['Moisturizer', 'Jeans', 'Smartwatch']",Frequent Buyer,4341.94,Yes,Autumn,0.0
C2951,44,M,Delhi,['Fashion'],['T-shirt'],Occasional Shopper,3424.3,No,Spring,0.0
C2952,32,,Mumbai,"['Beauty', 'Home Decor', 'Electronics']","['Perfume', 'Cushions', 'Laptop']",New Visitor,1241.66,No,Spring,0.0
C2953,51,,Chennai,"['Books', 'Fitness', 'Beauty']","['Fiction', 'Resistance Bands', 'Foundation']",New Visitor,808.6,No,Winter,0.0
C2954,47,M,Mumbai,['Books'],['Fiction'],Occasional Shopper,505.55,No,Winter,0.0
C2955,44,M,Chennai,"['Fashion', 'Beauty']","['Shoes', 'Perfume']",Frequent Buyer,2297.57,Yes,Summer,0.0
C2956,24,F,Delhi,"['Fitness', 'Fashion', 'Electronics']","['Treadmill', 'Shoes', 'Laptop']",Frequent Buyer,3013.64,Yes,Summer,0.0
C2957,26,M,Mumbai,"['Books', 'Electronics']","['Comics', 'Smartphone']",Occasional Shopper,613.34,Yes,Autumn,0.0
C2958,33,,Mumbai,['Books'],['Non-fiction'],Occasional Shopper,1342.32,No,Spring,0.0
C2959,43,F,Kolkata,"['Books', 'Home Decor']","['Non-fiction', 'Cushions']",Frequent Buyer,2336.73,No,Spring,0.0
C2960,46,F,Mumbai,['Home Decor'],['Lamp'],New Visitor,3681.08,Yes,Autumn,0.0
C2961,58,M,Kolkata,['Home Decor'],['Wall Art'],New Visitor,3405.65,Yes,Autumn,0.0
C2962,50,,Bangalore,"['Fashion', 'Beauty', 'Books']","['Jeans', 'Lipstick', 'Fiction']",New Visitor,645.86,Yes,Spring,0.0
C2963,52,M,Kolkata,['Books'],['Comics'],New Visitor,2819.25,No,Summer,0.0
C2964,20,F,Delhi,"['Fitness', 'Electronics', 'Books']","['Treadmill', 'Smartwatch', 'Comics']",Frequent Buyer,3879.94,Yes,Summer,0.0
C2965,39,F,Bangalore,['Home Decor'],['Lamp'],New Visitor,4823.95,No,Summer,0.0
C2966,41,F,Delhi,"['Electronics', 'Beauty', 'Fitness']","['Smartphone', 'Lipstick', 'Yoga Mat']",Frequent Buyer,1361.04,Yes,Summer,0.0
C2967,55,M,Bangalore,"['Fitness', 'Fashion', 'Books']","['Dumbbells', 'Jacket', 'Fiction']",Occasional Shopper,3410.08,No,Autumn,0.0
C2968,38,M,Chennai,"['Books', 'Electronics']","['Non-fiction', 'Headphones']",New Visitor,2715.7,No,Spring,0.0
C2969,39,F,Bangalore,"['Electronics', 'Home Decor', 'Fitness']","['Smartphone', 'Curtains', 'Dumbbells']",Occasional Shopper,1294.23,No,Autumn,0.0
C2970,58,,Delhi,"['Fashion', 'Beauty', 'Books']","['Jeans', 'Moisturizer', 'Fiction']",Frequent Buyer,4267.15,Yes,Autumn,0.0
C2971,47,M,Bangalore,['Home Decor'],['Curtains'],Frequent Buyer,3024.78,No,Summer,0.0
C2972,37,,Kolkata,"['Books', 'Beauty', 'Home Decor']","['Biography', 'Moisturizer', 'Wall Art']",Frequent Buyer,656.24,No,Summer,0.0
C2973,29,F,Delhi,"['Fitness', 'Books']","['Resistance Bands', 'Fiction']",New Visitor,1209.85,Yes,Winter,0.0
C2974,36,,Delhi,"['Fitness', 'Books']","['Yoga Mat', 'Fiction']",New Visitor,4261.03,No,Winter,0.0
C2975,30,M,Kolkata,['Fashion'],['Jeans'],Frequent Buyer,2180.5,Yes,Summer,0.0
C2976,57,F,Kolkata,"['Beauty', 'Books', 'Electronics']","['Lipstick', 'Non-fiction', 'Smartwatch']",New Visitor,3985.53,Yes,Autumn,0.0
C2977,57,M,Delhi,['Beauty'],['Moisturizer'],Occasional Shopper,1535.35,Yes,Spring,0.0
C2978,20,M,Delhi,"['Beauty', 'Electronics', 'Fashion']","['Lipstick', 'Headphones', 'Shoes']",Occasional Shopper,3943.11,Yes,Summer,0.0
C2979,44,F,Delhi,"['Home Decor', 'Fashion']","['Cushions', 'T-shirt']",Occasional Shopper,1721.08,Yes,Spring,0.0
C2980,44,M,Mumbai,"['Home Decor', 'Electronics', 'Fitness']","['Curtains', 'Smartphone', 'Dumbbells']",Frequent Buyer,2914.43,Yes,Spring,0.0
C2981,21,M,Mumbai,"['Beauty', 'Fitness']","['Moisturizer', 'Treadmill']",Frequent Buyer,2932.05,No,Spring,0.0
C2982,60,M,Bangalore,"['Home Decor', 'Beauty']","['Lamp', 'Moisturizer']",Frequent Buyer,1589.57,No,Autumn,0.0
C2983,22,F,Mumbai,['Books'],['Biography'],New Visitor,2996.59,No,Spring,0.0
C2984,22,M,Kolkata,"['Beauty', 'Home Decor']","['Perfume', 'Cushions']",Occasional Shopper,4282.19,Yes,Summer,0.0
C2985,25,M,Mumbai,"['Fitness', 'Electronics']","['Yoga Mat', 'Laptop']",New Visitor,4340.49,No,Spring,0.0
C2986,36,F,Delhi,['Books'],['Fiction'],Frequent Buyer,3542.84,No,Spring,0.0
C2987,35,,Mumbai,"['Home Decor', 'Beauty']","['Curtains', 'Perfume']",New Visitor,1642.98,Yes,Winter,0.0
C2988,31,F,Delhi,"['Books', 'Fitness']","['Biography', 'Treadmill']",Occasional Shopper,3132.65,Yes,Autumn,0.0
C2989,42,M,Bangalore,"['Beauty', 'Home Decor', 'Books']","['Foundation', 'Lamp', 'Non-fiction']",Frequent Buyer,4907.28,Yes,Winter,0.0
C2990,40,M,Mumbai,"['Fashion', 'Electronics']","['Shoes', 'Smartphone']",Occasional Shopper,4233.69,No,Winter,0.0
C2991,41,F,Delhi,"['Home Decor', 'Beauty', 'Fashion']","['Wall Art', 'Foundation', 'Jeans']",Occasional Shopper,1182.13,Yes,Summer,0.0
C2992,25,M,Bangalore,"['Home Decor', 'Fashion', 'Fitness']","['Lamp', 'Jacket', 'Treadmill']",Frequent Buyer,1149.02,No,Summer,0.0
C2993,24,M,Mumbai,"['Fashion', 'Beauty']","['Jeans', 'Lipstick']",Occasional Shopper,2451.53,Yes,Spring,0.0
C2994,33,,Mumbai,['Electronics'],['Smartwatch'],Frequent Buyer,4075.53,Yes,Spring,0.0
C2995,44,M,Kolkata,"['Fashion', 'Electronics', 'Home Decor']","['T-shirt', 'Smartphone', 'Cushions']",New Visitor,1038.66,No,Spring,0.0
C2996,49,F,Kolkata,"['Fashion', 'Beauty', 'Books']","['Jacket', 'Moisturizer', 'Fiction']",New Visitor,2513.64,Yes,Autumn,0.0
C2997,33,M,Chennai,"['Electronics', 'Beauty']","['Smartphone', 'Perfume']",Frequent Buyer,4526.33,Yes,Spring,0.0
C2998,38,M,Kolkata,"['Fashion', 'Books']","['Shoes', 'Biography']",Occasional Shopper,3625.91,Yes,Autumn,0.0
C2999,54,M,Kolkata,"['Fashion', 'Home Decor']","['T-shirt', 'Curtains']",Occasional Shopper,4965.57,Yes,Spring,0.0
C3000,22,F,Kolkata,"['Fitness', 'Fashion', 'Books']","['Treadmill', 'Jeans', 'Fiction']",Occasional Shopper,575.08,No,Winter,0.0
C3001,36,,Delhi,"['Electronics', 'Books', 'Beauty']","['Smartwatch', 'Comics', 'Foundation']",Frequent Buyer,2646.38,Yes,Winter,0.0
C3002,49,F,Chennai,"['Fashion', 'Home Decor']","['Shoes', 'Curtains']",Frequent Buyer,1263.73,Yes,Winter,0.0
C3003,28,M,Mumbai,['Electronics'],['Smartwatch'],Frequent Buyer,2833.89,No,Summer,0.0
C3004,47,,Mumbai,"['Books', 'Fitness']","['Biography', 'Resistance Bands']",New Visitor,4524.51,No,Autumn,0.0
C3005,51,,Chennai,"['Beauty', 'Electronics', 'Books']","['Foundation', 'Headphones', 'Non-fiction']",Occasional Shopper,1979.05,Yes,Winter,0.0
C3006,59,F,Chennai,['Home Decor'],['Curtains'],Occasional Shopper,3004.77,Yes,Summer,0.0
C3007,41,M,Mumbai,['Books'],['Non-fiction'],New Visitor,1655.45,No,Winter,0.0
C3008,58,M,Chennai,['Fitness'],['Dumbbells'],Occasional Shopper,4877.6,Yes,Summer,0.0
C3009,43,,Delhi,"['Beauty', 'Electronics', 'Fashion']","['Moisturizer', 'Smartphone', 'T-shirt']",Frequent Buyer,823.24,No,Spring,0.0
C3010,57,F,Kolkata,"['Home Decor', 'Books', 'Fitness']","['Lamp', 'Comics', 'Yoga Mat']",Occasional Shopper,3761.89,No,Summer,0.0
C3011,53,M,Chennai,"['Books', 'Fitness']","['Comics', 'Yoga Mat']",Frequent Buyer,704.47,No,Winter,0.0
C3012,56,F,Kolkata,"['Electronics', 'Fashion']","['Laptop', 'Jeans']",Occasional Shopper,2025.07,No,Winter,0.0
C3013,22,M,Chennai,['Fashion'],['Jacket'],Frequent Buyer,2499.29,Yes,Summer,0.0
C3014,55,M,Kolkata,"['Fitness', 'Fashion', 'Electronics']","['Treadmill', 'Shoes', 'Laptop']",Frequent Buyer,3808.99,Yes,Spring,0.0
C3015,21,F,Delhi,"['Fashion', 'Electronics', 'Home Decor']","['Jacket', 'Smartwatch', 'Cushions']",New Visitor,824.13,No,Spring,0.0
C3016,47,F,Kolkata,['Electronics'],['Smartphone'],Frequent Buyer,673.63,No,Winter,0.0
C3017,31,F,Delhi,"['Beauty', 'Electronics']","['Foundation', 'Smartwatch']",Occasional Shopper,2854.36,Yes,Summer,0.0
C3018,56,M,Chennai,['Fashion'],['Jacket'],New Visitor,1161.24,No,Winter,0.0
C3019,24,,Delhi,"['Electronics', 'Fashion', 'Fitness']","['Laptop', 'Shoes', 'Resistance Bands']",Frequent Buyer,4672.96,No,Summer,0.0
C3020,33,,Delhi,"['Fitness', 'Home Decor', 'Beauty']","['Yoga Mat', 'Cushions', 'Moisturizer']",New Visitor,4868.83,Yes,Autumn,0.0
C3021,41,,Mumbai,['Beauty'],['Foundation'],Frequent Buyer,918.65,No,Spring,0.0
C3022,20,F,Kolkata,"['Fashion', 'Electronics']","['Shoes', 'Laptop']",Occasional Shopper,1715.37,Yes,Summer,0.0
C3023,22,F,Bangalore,['Fitness'],['Yoga Mat'],New Visitor,1352.53,No,Summer,0.0
C3024,43,,Bangalore,"['Books', 'Fitness']","['Biography', 'Yoga Mat']",Frequent Buyer,1129.73,No,Winter,0.0
C3025,34,,Chennai,"['Beauty', 'Electronics']","['Foundation', 'Smartphone']",New Visitor,3513.44,Yes,Summer,0.0
C3026,56,M,Delhi,['Electronics'],['Headphones'],Frequent Buyer,1737.14,Yes,Spring,0.0
C3027,36,F,Mumbai,"['Home Decor', 'Beauty', 'Electronics']","['Cushions', 'Moisturizer', 'Headphones']",New Visitor,4406.7,Yes,Summer,0.0
C3028,53,F,Kolkata,['Electronics'],['Laptop'],Occasional Shopper,3639.81,No,Autumn,0.0
C3029,54,M,Mumbai,"['Fashion', 'Electronics']","['Jacket', 'Smartphone']",Occasional Shopper,4386.36,No,Spring,0.0
C3030,39,,Bangalore,['Electronics'],['Headphones'],New Visitor,4250.45,No,Spring,0.0
C3031,22,,Mumbai,['Home Decor'],['Cushions'],New Visitor,3133.57,Yes,Spring,0.0
C3032,19,F,Bangalore,['Fitness'],['Treadmill'],Occasional Shopper,3801.54,Yes,Spring,0.0
C3033,31,,Mumbai,"['Beauty', 'Electronics', 'Home Decor']","['Moisturizer', 'Smartphone', 'Wall Art']",Frequent Buyer,3239.07,No,Spring,0.0
C3034,21,,Bangalore,['Fitness'],['Treadmill'],New Visitor,2887.74,Yes,Summer,0.0
C3035,27,F,Mumbai,"['Books', 'Electronics', 'Fitness']","['Comics', 'Laptop', 'Dumbbells']",Occasional Shopper,4833.08,Yes,Spring,0.0
C3036,50,F,Delhi,['Home Decor'],['Curtains'],Frequent Buyer,3617.68,No,Autumn,0.0
C3037,32,M,Chennai,['Books'],['Comics'],New Visitor,501.42,No,Summer,0.0
C3038,32,,Kolkata,"['Beauty', 'Fashion']","['Moisturizer', 'Shoes']",Occasional Shopper,4985.02,No,Autumn,0.0
C3039,50,F,Mumbai,['Fashion'],['Jeans'],New Visitor,1786.53,No,Autumn,0.0
C3040,51,,Delhi,['Home Decor'],['Wall Art'],Frequent Buyer,1078.6,No,Summer,0.0
C3041,42,,Chennai,['Electronics'],['Laptop'],Frequent Buyer,4587.21,No,Winter,0.0
C3042,28,F,Kolkata,['Books'],['Non-fiction'],Frequent Buyer,2803.17,No,Autumn,0.0
C3043,28,,Chennai,"['Fashion', 'Home Decor']","['Jeans', 'Wall Art']",Frequent Buyer,1583.38,Yes,Summer,0.0
C3044,51,F,Bangalore,"['Fashion', 'Beauty']","['Jacket', 'Moisturizer']",New Visitor,3381.42,No,Spring,0.0
C3045,33,M,Mumbai,"['Fitness', 'Beauty']","['Dumbbells', 'Perfume']",Occasional Shopper,4952.51,Yes,Winter,0.0
C3046,54,M,Chennai,['Home Decor'],['Wall Art'],Occasional Shopper,1893.73,No,Spring,0.0
C3047,30,,Chennai,"['Beauty', 'Fashion']","['Foundation', 'Jeans']",Frequent Buyer,2073.5,Yes,Summer,0.0
C3048,37,F,Mumbai,"['Fashion', 'Fitness']","['Jacket', 'Treadmill']",New Visitor,4081.67,No,Winter,0.0
C3049,28,M,Bangalore,['Fashion'],['Shoes'],New Visitor,2248.56,Yes,Winter,0.0
C3050,25,,Bangalore,"['Fashion', 'Books']","['Jacket', 'Non-fiction']",Occasional Shopper,4714.34,Yes,Summer,0.0
C3051,50,M,Mumbai,['Beauty'],['Lipstick'],Frequent Buyer,1207.93,No,Summer,0.0
C3052,54,,Delhi,"['Fashion', 'Books']","['Jeans', 'Fiction']",New Visitor,532.72,Yes,Winter,0.0
C3053,49,F,Kolkata,['Fitness'],['Yoga Mat'],Frequent Buyer,1283.86,No,Autumn,0.0
C3054,58,,Mumbai,"['Home Decor', 'Electronics']","['Cushions', 'Smartphone']",New Visitor,882.83,Yes,Summer,0.0
C3055,60,F,Kolkata,"['Electronics', 'Home Decor', 'Fitness']","['Smartwatch', 'Cushions', 'Treadmill']",Occasional Shopper,2295.94,No,Autumn,0.0
C3056,36,M,Mumbai,['Fitness'],['Resistance Bands'],New Visitor,4293.11,No,Summer,0.0
C3057,57,F,Kolkata,['Beauty'],['Moisturizer'],Frequent Buyer,3360.07,No,Spring,0.0
C3058,18,,Chennai,"['Fitness', 'Fashion']","['Dumbbells', 'Jacket']",Frequent Buyer,2642.36,No,Autumn,0.0
C3059,42,M,Bangalore,"['Fitness', 'Fashion']","['Treadmill', 'T-shirt']",Frequent Buyer,1441.01,No,Autumn,0.0
C3060,55,,Delhi,['Beauty'],['Lipstick'],New Visitor,3269.01,Yes,Winter,0.0
C3061,24,,Bangalore,['Books'],['Fiction'],New Visitor,3585.24,Yes,Spring,0.0
C3062,58,M,Mumbai,['Fitness'],['Treadmill'],Frequent Buyer,3264.35,No,Summer,0.0
C3063,38,F,Mumbai,"['Fashion', 'Electronics', 'Beauty']","['Jacket', 'Headphones', 'Lipstick']",New Visitor,1784.29,Yes,Spring,0.0
C3064,60,,Kolkata,"['Beauty', 'Fashion', 'Fitness']","['Foundation', 'T-shirt', 'Treadmill']",Frequent Buyer,4088.94,Yes,Autumn,0.0
C3065,38,,Chennai,"['Home Decor', 'Books', 'Fashion']","['Cushions', 'Comics', 'Jeans']",Occasional Shopper,4129.4,No,Winter,0.0
C3066,28,M,Kolkata,['Beauty'],['Foundation'],Occasional Shopper,1446.52,No,Autumn,0.0
C3067,35,F,Chennai,['Fashion'],['T-shirt'],Occasional Shopper,3583.45,No,Spring,0.0
C3068,57,,Chennai,"['Fashion', 'Beauty', 'Fitness']","['Jeans', 'Perfume', 'Resistance Bands']",Frequent Buyer,507.65,No,Autumn,0.0
C3069,23,F,Bangalore,"['Electronics', 'Fitness', 'Fashion']","['Smartwatch', 'Yoga Mat', 'T-shirt']",Frequent Buyer,4973.55,Yes,Summer,0.0
C3070,58,M,Bangalore,"['Fashion', 'Home Decor']","['Jacket', 'Lamp']",Frequent Buyer,2033.8,No,Autumn,0.0
C3071,22,F,Bangalore,"['Electronics', 'Fitness', 'Beauty']","['Smartwatch', 'Yoga Mat', 'Moisturizer']",Occasional Shopper,4676.5,Yes,Spring,0.0
C3072,55,F,Delhi,"['Beauty', 'Fitness']","['Foundation', 'Dumbbells']",Occasional Shopper,3681.76,No,Spring,0.0
C3073,38,,Chennai,['Books'],['Comics'],New Visitor,2069.07,No,Winter,0.0
C3074,48,F,Delhi,"['Fashion', 'Fitness', 'Home Decor']","['T-shirt', 'Treadmill', 'Cushions']",Frequent Buyer,4057.65,No,Spring,0.0
C3075,43,M,Delhi,['Fashion'],['Shoes'],Occasional Shopper,2109.58,Yes,Winter,0.0
C3076,21,,Delhi,"['Beauty', 'Electronics', 'Books']","['Perfume', 'Smartphone', 'Fiction']",New Visitor,2719.56,No,Winter,0.0
C3077,47,F,Kolkata,"['Fitness', 'Beauty', 'Fashion']","['Dumbbells', 'Foundation', 'Jeans']",Frequent Buyer,1914.36,No,Summer,0.0
C3078,25,M,Bangalore,"['Books', 'Home Decor']","['Non-fiction', 'Curtains']",Occasional Shopper,2191.68,Yes,Spring,0.0
